child_entity_id,parent_entity_id,relationship_type,ownership_percentage,effective_from,effective_to,source_system
ENT000626,ENT001572,Ultimate Parent,53.39,2014-08-16,2028-06-12,ProviderB
ENT003418,ENT004522,Unknown,129.47,2010-12-14,2025-07-15,ProviderB
ENT000792,ENT004257,Affiliate,96.64,2020-01-21,2026-11-17,ProviderA
ENT001470,ENT002038,Ultimate Parent,110.01,2015-09-04,2026-04-01,ProviderB
ENT001817,ENT002233,Ultimate Parent,101.45,2022-11-13,2024-06-03,ProviderA
ENT004598,ENT002788,Unknown,63.87,2011-04-11,2026-12-11,Internal Master
ENT002417,ENT003781,Subsidiary,3.02,2020-08-23,2024-07-20,Internal Master
ENT003476,ENT004080,Unknown,36.38,2022-02-22,2028-09-18,Internal Master
ENT000899,ENT002450,Subsidiary,74.84,2016-09-17,2028-09-14,ProviderA
ENT000493,ENT001635,Unknown,20.11,2019-01-05,2025-01-08,Internal Master
ENT004477,ENT002853,Subsidiary,38.54,2020-05-01,2025-06-27,ProviderA
ENT004929,ENT000500,Unknown,100.4,2011-08-14,2025-05-29,ProviderA
ENT004214,ENT002675,Ultimate Parent,94.79,2015-11-11,2025-06-22,ProviderB
ENT004493,ENT000810,Affiliate,63.13,2023-09-14,2027-07-10,ProviderA
ENT000942,ENT002273,Unknown,121.28,2019-01-03,2025-01-03,ProviderA
ENT004173,ENT004767,Unknown,67.21,2019-09-01,2027-12-08,ProviderB
ENT001205,ENT002878,Subsidiary,32.92,2012-06-26,2025-03-03,ProviderA
ENT004157,ENT000108,Subsidiary,25.68,2014-03-20,2025-05-15,ProviderA
ENT003951,ENT002930,Ultimate Parent,29.22,2013-08-19,2027-11-20,Internal Master
ENT001838,ENT004874,Ultimate Parent,99.56,2021-09-08,2024-05-17,ProviderA
ENT002252,ENT001239,Unknown,59.49,2014-10-09,2026-11-14,Internal Master
ENT000682,ENT002084,Unknown,34.43,2010-07-30,2026-09-16,ProviderB
ENT004976,ENT000848,Ultimate Parent,48.06,2012-11-20,2028-03-15,ProviderA
ENT003459,ENT000787,Parent,69.26,2017-03-10,2027-09-24,ProviderA
ENT003721,ENT001073,Parent,39.18,2010-03-26,2028-11-14,ProviderB
ENT003360,ENT004159,Ultimate Parent,-9.72,2019-05-14,2028-04-07,ProviderA
ENT002621,ENT002903,Ultimate Parent,89.49,2021-12-10,2027-01-09,ProviderA
ENT001017,ENT002758,Unknown,25.36,2020-12-07,2024-04-14,ProviderB
ENT001619,ENT002547,Parent,81.08,2023-05-05,2026-06-14,Internal Master
ENT002547,ENT002300,Subsidiary,60.89,2021-06-09,2024-07-17,ProviderA
ENT001416,ENT002910,Parent,69.85,2021-05-16,2024-05-22,ProviderB
ENT002560,ENT002946,Parent,68.64,2019-02-02,2026-03-27,ProviderB
ENT002940,ENT003221,Subsidiary,65.63,2014-01-01,2026-08-25,ProviderA
ENT003843,ENT004715,Ultimate Parent,74.94,2015-04-15,2024-06-11,ProviderB
ENT002026,ENT002161,Ultimate Parent,54.57,2019-10-01,2024-05-22,ProviderB
ENT002336,ENT003696,Affiliate,10.58,2022-07-07,2028-11-02,Internal Master
ENT004729,ENT003757,Affiliate,29.82,2010-11-20,2027-06-05,ProviderA
ENT003931,ENT004401,Ultimate Parent,14.45,2019-08-23,2028-01-09,ProviderB
ENT003900,ENT000563,Parent,53.56,2020-10-12,2024-05-18,ProviderB
ENT002381,ENT002476,Unknown,62.74,2018-11-26,2027-10-19,ProviderA
ENT000246,ENT004829,Parent,35.47,2013-12-01,2027-09-03,ProviderB
ENT003884,ENT001041,Parent,-25.0,2016-06-15,2025-11-22,ProviderA
ENT003907,ENT000478,Unknown,49.57,2021-06-14,2025-04-02,ProviderA
ENT000073,ENT001158,Ultimate Parent,77.64,2011-03-28,2025-03-19,ProviderA
ENT002018,ENT001336,Parent,73.94,2020-10-01,2024-04-06,Internal Master
ENT004917,ENT004594,Affiliate,39.67,2023-04-06,2026-07-25,Internal Master
ENT004188,ENT001365,Unknown,-25.0,2012-02-12,2025-10-10,ProviderA
ENT000826,ENT002808,Parent,95.46,2011-01-01,2025-04-23,Internal Master
ENT000403,ENT002293,Ultimate Parent,102.16,2023-10-14,2027-03-20,ProviderB
ENT000624,ENT004077,Affiliate,60.24,2013-08-08,2024-03-23,Internal Master
ENT004812,ENT000642,Affiliate,90.14,2020-01-06,2028-04-01,ProviderA
ENT003432,ENT_UNKNOWN_43,Ultimate Parent,91.27,2019-06-09,2024-09-15,Internal Master
ENT001597,ENT004129,Unknown,-25.0,2011-06-03,2025-09-03,Internal Master
ENT002503,ENT000073,Ultimate Parent,77.56,2014-02-12,2027-06-15,ProviderB
ENT003635,ENT000255,Unknown,79.09,2015-04-05,2024-03-14,Internal Master
ENT001935,ENT001752,Parent,73.8,2018-01-24,2028-08-24,Internal Master
ENT000058,ENT003289,Affiliate,102.66,2015-09-26,2027-02-21,ProviderB
ENT003000,ENT000557,Unknown,47.05,2022-04-17,2024-07-28,ProviderB
ENT003652,ENT000259,Affiliate,85.06,2014-09-25,2028-01-20,Internal Master
ENT000127,ENT003161,Affiliate,64.34,2015-10-26,2026-11-21,ProviderB
ENT002408,ENT002135,Ultimate Parent,95.64,2013-04-20,2027-08-01,ProviderB
ENT002106,ENT_UNKNOWN_9,Parent,85.53,2017-12-31,2025-09-19,ProviderA
ENT000838,ENT000800,Subsidiary,74.7,2019-05-02,2025-02-22,ProviderA
ENT_UNKNOWN_16,ENT000644,Affiliate,50.31,2019-08-03,2025-03-08,Internal Master
ENT000120,ENT002333,Ultimate Parent,90.32,2013-06-18,2028-05-06,ProviderA
ENT003609,ENT001417,Unknown,101.13,2010-07-28,2027-12-05,Internal Master
ENT001804,ENT004823,Affiliate,49.34,2020-12-18,2028-07-26,ProviderA
ENT002270,ENT001272,Affiliate,73.87,2019-12-24,2027-11-20,ProviderA
ENT002637,ENT003913,Unknown,56.88,2010-11-28,2024-08-09,ProviderB
ENT002562,ENT003614,Subsidiary,66.64,2013-06-28,2024-06-16,ProviderA
ENT003419,ENT000136,Affiliate,117.05,2014-08-24,2024-06-11,ProviderA
ENT_UNKNOWN_24,ENT004199,Unknown,74.92,2010-10-23,2028-03-05,ProviderB
ENT002622,ENT000852,Subsidiary,114.96,2017-05-12,2027-01-03,Internal Master
ENT004420,ENT000240,Subsidiary,32.2,2013-05-31,2027-08-29,Internal Master
ENT002361,ENT004765,Affiliate,98.85,2019-10-18,2026-06-28,ProviderA
ENT001935,ENT000457,Parent,71.16,2019-11-12,2024-07-03,ProviderB
ENT003344,ENT000733,Parent,100.39,2011-01-10,2025-05-29,ProviderB
ENT003535,ENT004287,Affiliate,91.97,2023-04-28,2025-11-23,Internal Master
ENT001298,ENT003821,Affiliate,46.79,2020-12-17,2027-02-26,ProviderA
ENT003211,ENT004093,Unknown,-18.03,2013-07-14,2026-03-14,ProviderA
ENT001194,ENT003338,Unknown,87.16,2011-01-18,2024-04-19,Internal Master
ENT000678,ENT003293,Subsidiary,85.55,2020-12-06,2026-01-18,ProviderB
ENT000868,ENT001791,Subsidiary,63.81,2017-02-04,2025-06-25,Internal Master
ENT004623,ENT004673,Parent,68.29,2022-06-12,2025-11-16,Internal Master
ENT002960,ENT004813,Affiliate,41.46,2016-11-30,2028-12-23,ProviderB
ENT000900,ENT001012,Unknown,70.51,2022-02-19,2024-02-21,ProviderA
ENT002475,ENT003153,Affiliate,56.74,2013-03-16,2026-12-28,ProviderA
ENT001342,ENT004232,Parent,45.34,2021-01-10,2024-03-29,Internal Master
ENT000820,ENT002786,Ultimate Parent,57.41,2018-06-19,2028-11-17,ProviderB
ENT001176,ENT001738,Ultimate Parent,22.01,2012-01-15,2024-12-02,Internal Master
ENT000666,ENT003995,Parent,7.73,2018-01-01,2027-03-17,ProviderA
ENT003660,ENT003660,Parent,60.89,2021-01-12,2024-11-12,Internal Master
ENT002086,ENT002833,Unknown,59.75,2011-06-13,2024-09-20,ProviderB
ENT000270,ENT000270,Parent,118.86,2012-05-28,2025-12-23,ProviderB
ENT000849,ENT003803,Ultimate Parent,96.17,2013-12-14,2025-03-30,Internal Master
ENT000245,ENT000039,Subsidiary,22.64,2019-12-04,2025-11-29,ProviderB
ENT002625,ENT001117,Ultimate Parent,13.42,2010-03-29,2028-02-27,ProviderB
ENT001494,ENT001208,Unknown,12.43,2013-08-16,2028-09-09,ProviderA
ENT004479,ENT000638,Affiliate,48.63,2010-08-26,2024-11-05,Internal Master
ENT002884,ENT001383,Ultimate Parent,33.95,2018-02-14,2026-05-11,ProviderB
ENT002240,ENT000283,Parent,59.09,2012-05-27,2027-12-09,ProviderA
ENT001982,ENT002958,Unknown,33.74,2023-07-19,2024-09-29,ProviderB
ENT003163,ENT004117,Ultimate Parent,44.98,2017-04-21,2028-12-08,Internal Master
ENT000139,ENT002921,Unknown,88.41,2011-10-20,2025-01-17,ProviderB
ENT004778,ENT001790,Parent,61.5,2010-10-24,2025-03-08,Internal Master
ENT000530,ENT002736,Ultimate Parent,111.83,2021-04-27,2026-04-22,Internal Master
ENT003975,ENT001868,Parent,76.36,2022-09-28,2027-05-02,Internal Master
ENT000621,ENT000069,Unknown,76.56,2011-03-30,2027-04-22,ProviderB
ENT002402,ENT001317,Affiliate,10.97,2019-12-15,2028-05-06,ProviderA
ENT000261,ENT002850,Unknown,17.27,2020-11-30,2025-06-19,ProviderB
ENT004398,ENT002793,Subsidiary,61.39,2020-02-22,2024-08-15,ProviderB
ENT001491,ENT004002,Parent,81.42,2010-12-07,2024-03-25,Internal Master
ENT004684,ENT004123,Ultimate Parent,100.78,2012-10-10,2025-03-18,ProviderA
ENT000183,ENT002955,Ultimate Parent,82.6,2017-11-25,2028-10-25,ProviderB
ENT003533,ENT003735,Parent,78.81,2015-04-08,2024-11-06,Internal Master
ENT000397,ENT003620,Affiliate,44.47,2019-06-27,2024-06-16,ProviderA
ENT004717,ENT000639,Parent,25.4,2011-07-24,2024-08-10,ProviderB
ENT002099,ENT_UNKNOWN_15,Affiliate,40.74,2020-03-29,2024-05-29,ProviderB
ENT003008,ENT001165,Subsidiary,71.01,2020-03-12,2028-02-22,ProviderA
ENT002884,ENT004796,Subsidiary,68.36,2013-01-24,2024-12-10,ProviderB
ENT_UNKNOWN_34,ENT001756,Parent,78.32,2022-01-29,2028-04-07,Internal Master
ENT004857,ENT003544,Parent,83.3,2019-09-04,2024-11-01,ProviderB
ENT003342,ENT001954,Ultimate Parent,153.22,2018-03-01,2027-05-02,ProviderA
ENT003019,ENT001034,Unknown,34.5,2011-11-11,2027-06-30,Internal Master
ENT000624,ENT004208,Subsidiary,61.02,2013-09-03,2027-09-20,ProviderA
ENT003496,ENT003460,Parent,70.03,2016-01-05,2026-01-31,Internal Master
ENT001136,ENT001663,Subsidiary,61.68,2023-04-24,2028-02-25,Internal Master
ENT004025,ENT002912,Affiliate,88.34,2020-04-10,2026-05-04,ProviderB
ENT004419,ENT004432,Ultimate Parent,54.54,2020-02-15,2027-02-08,ProviderA
ENT000659,ENT003774,Parent,88.93,2021-10-19,2024-12-10,ProviderB
ENT002972,ENT000676,Subsidiary,62.89,2013-05-18,2026-08-24,ProviderA
ENT002202,ENT001645,Affiliate,85.51,2011-05-30,2028-01-26,ProviderB
ENT004747,ENT000720,Subsidiary,90.11,2022-02-28,2025-04-20,Internal Master
ENT001630,ENT002063,Unknown,45.01,2023-08-22,2027-05-24,Internal Master
ENT003706,ENT004134,Subsidiary,85.38,2023-05-19,2025-03-07,ProviderA
ENT001299,ENT004890,Unknown,65.47,2022-04-10,2027-04-28,Internal Master
ENT003643,ENT001808,Parent,82.94,2011-03-10,2026-09-09,Internal Master
ENT000478,ENT001683,Parent,99.53,2014-10-12,2026-04-17,Internal Master
ENT002510,ENT000473,Subsidiary,72.77,2022-08-27,2025-12-05,Internal Master
ENT003094,ENT003354,Unknown,50.91,2022-09-26,2024-10-21,ProviderB
ENT_UNKNOWN_44,ENT003437,Parent,66.73,2021-04-08,2028-06-23,ProviderB
ENT002278,ENT000905,Parent,74.77,2016-02-24,2024-03-29,Internal Master
ENT001082,ENT001617,Parent,61.13,2023-02-04,2028-03-24,Internal Master
ENT001926,ENT004353,Unknown,75.54,2020-04-16,2027-02-18,ProviderB
ENT000431,ENT002365,Unknown,58.56,2023-03-11,2026-01-24,ProviderA
ENT004811,ENT000303,Parent,60.7,2019-03-27,2028-04-14,ProviderB
ENT000697,ENT000281,Ultimate Parent,62.44,2021-03-17,2025-10-03,ProviderA
ENT002556,ENT004203,Subsidiary,36.11,2023-08-24,2027-01-22,ProviderA
ENT000490,ENT001474,Parent,62.64,2014-05-17,2026-09-23,Internal Master
ENT002320,ENT004268,Parent,61.91,2015-05-11,2028-11-25,ProviderA
ENT003814,ENT002184,Subsidiary,139.27,2015-09-14,2024-08-17,Internal Master
ENT004590,ENT003431,Ultimate Parent,150.0,2017-10-19,2024-03-01,ProviderA
ENT002996,ENT001512,Parent,58.26,2014-10-03,2024-12-28,Internal Master
ENT004755,ENT003856,Affiliate,79.29,2010-10-06,2024-08-15,ProviderB
ENT003283,ENT001750,Unknown,92.11,2013-04-25,2024-07-04,ProviderA
ENT000952,ENT004529,Ultimate Parent,80.2,2018-05-30,2028-03-10,ProviderA
ENT002604,ENT000505,Ultimate Parent,69.08,2019-10-19,2028-06-09,Internal Master
ENT001206,ENT004644,Unknown,41.74,2012-01-24,2025-03-07,ProviderA
ENT004096,ENT004043,Unknown,50.64,2012-07-03,2028-09-21,Internal Master
ENT002290,ENT000449,Unknown,38.8,2018-07-02,2024-03-29,ProviderA
ENT004465,ENT002887,Ultimate Parent,69.2,2011-06-28,2025-06-19,Internal Master
ENT001842,ENT000169,Ultimate Parent,42.99,2011-06-20,2028-09-22,Internal Master
ENT002358,ENT002837,Unknown,64.3,2015-11-28,2025-08-19,Internal Master
ENT000129,ENT000474,Subsidiary,21.11,2021-02-01,2027-11-04,ProviderB
ENT001615,ENT000080,Subsidiary,59.15,2013-07-20,2024-04-27,Internal Master
ENT004228,ENT001593,Subsidiary,53.14,2019-08-30,2028-05-31,ProviderB
ENT002525,ENT004412,Ultimate Parent,66.97,2011-03-12,2024-05-17,Internal Master
ENT003619,ENT000873,Affiliate,65.22,2010-09-12,2028-06-23,ProviderB
ENT004079,ENT004130,Ultimate Parent,12.03,2023-06-07,2025-08-05,Internal Master
ENT002496,ENT001900,Subsidiary,74.72,2013-02-05,2025-02-13,ProviderA
ENT003474,ENT002263,Affiliate,150.0,2021-05-30,2026-07-13,Internal Master
ENT002978,ENT004462,Subsidiary,64.98,2014-05-31,2026-06-04,ProviderB
ENT001203,ENT004478,Parent,76.04,2013-09-16,2026-10-24,ProviderB
ENT001028,ENT002726,Ultimate Parent,73.25,2021-01-07,2027-06-22,ProviderB
ENT000425,ENT000591,Ultimate Parent,53.28,2014-04-07,2028-07-28,Internal Master
ENT002858,ENT002926,Unknown,74.34,2018-05-22,2027-02-08,Internal Master
ENT001776,ENT000512,Parent,11.44,2017-06-06,2024-12-22,ProviderA
ENT001301,ENT000584,Subsidiary,29.08,2023-10-14,2027-05-07,ProviderA
ENT002720,ENT003878,Subsidiary,25.01,2017-07-05,2026-02-18,Internal Master
ENT004658,ENT003314,Affiliate,86.31,2018-03-05,2027-11-14,Internal Master
ENT000147,ENT003681,Unknown,70.45,2013-04-01,2028-12-15,ProviderA
ENT001097,ENT002762,Parent,69.17,2012-06-08,2028-04-01,ProviderA
ENT003644,ENT002132,Unknown,67.13,2020-05-18,2024-06-20,ProviderA
ENT001736,ENT002707,Subsidiary,58.04,2021-10-13,2027-01-14,ProviderA
ENT001573,ENT000613,Unknown,86.07,2020-12-25,2028-03-08,Internal Master
ENT003608,ENT002913,Unknown,57.62,2010-05-06,2024-06-26,ProviderB
ENT003114,ENT004187,Unknown,26.42,2012-04-02,2027-07-03,Internal Master
ENT001275,ENT001195,Parent,106.06,2015-07-26,2027-05-24,ProviderA
ENT002557,ENT002837,Ultimate Parent,28.03,2011-11-01,2026-11-22,ProviderB
ENT004406,ENT002553,Unknown,82.64,2013-12-26,2026-01-06,ProviderB
ENT000622,ENT004211,Ultimate Parent,27.89,2012-01-13,2026-09-16,ProviderB
ENT001408,ENT003981,Affiliate,49.74,2019-09-27,2025-04-16,ProviderB
ENT003748,ENT004663,Unknown,94.58,2022-03-19,2024-08-02,ProviderA
ENT004198,ENT003364,Ultimate Parent,33.35,2020-07-24,2026-10-11,ProviderB
ENT004393,ENT002308,Subsidiary,75.12,2013-11-22,2026-01-23,ProviderB
ENT004784,ENT003116,Affiliate,57.32,2010-01-03,2024-02-27,ProviderB
ENT002997,ENT000127,Subsidiary,52.92,2013-01-30,2027-07-07,Internal Master
ENT000910,ENT000610,Subsidiary,50.03,2011-07-06,2028-12-08,ProviderB
ENT004068,ENT000605,Ultimate Parent,103.95,2019-05-09,2024-04-10,ProviderB
ENT002435,ENT001979,Subsidiary,48.12,2013-12-24,2024-05-29,ProviderA
ENT004222,ENT000712,Parent,61.26,2012-05-31,2025-06-16,Internal Master
ENT000713,ENT004739,Parent,71.47,2020-10-02,2024-07-03,ProviderA
ENT001657,ENT001301,Unknown,61.52,2017-06-24,2024-12-02,Internal Master
ENT000634,ENT001566,Subsidiary,42.17,2012-09-17,2026-08-27,ProviderB
ENT004200,ENT001136,Parent,110.75,2023-08-22,2027-02-15,ProviderB
ENT000321,ENT004832,Unknown,22.01,2019-12-28,2026-08-04,ProviderB
ENT000548,ENT001889,Unknown,70.64,2013-08-31,2028-07-25,ProviderA
ENT003707,ENT003902,Affiliate,85.67,2014-01-23,2026-04-24,ProviderB
ENT001680,ENT001680,Parent,2.19,2015-12-08,2028-01-14,ProviderB
ENT001392,ENT004033,Parent,44.33,2018-03-03,2026-03-05,ProviderB
ENT000097,ENT000981,Affiliate,52.54,2020-10-08,2025-09-25,Internal Master
ENT001940,ENT002577,Ultimate Parent,-25.0,2018-04-05,2024-07-20,ProviderA
ENT003696,ENT001137,Parent,82.19,2017-01-14,2026-12-17,ProviderA
ENT002116,ENT003773,Subsidiary,6.32,2013-02-10,2024-08-21,Internal Master
ENT004615,ENT000676,Parent,15.76,2016-12-04,2024-03-02,ProviderB
ENT002742,ENT001409,Subsidiary,98.27,2016-08-14,2028-01-07,ProviderB
ENT003751,ENT004989,Affiliate,61.43,2023-02-05,2027-04-07,ProviderA
ENT001928,ENT002439,Subsidiary,63.81,2018-10-24,2025-09-22,Internal Master
ENT001679,ENT003184,Affiliate,37.88,2012-07-02,2026-07-08,ProviderA
ENT004321,ENT001303,Subsidiary,46.18,2012-06-06,2024-08-15,ProviderA
ENT004711,ENT001868,Parent,47.59,2016-12-26,2027-11-12,ProviderA
ENT003257,ENT004973,Ultimate Parent,75.96,2017-03-10,2027-06-10,ProviderB
ENT004684,ENT004488,Subsidiary,93.74,2017-01-04,2027-04-04,Internal Master
ENT000841,ENT000776,Ultimate Parent,59.1,2022-04-22,2024-11-26,ProviderA
ENT000739,ENT001520,Ultimate Parent,78.64,2021-10-21,2024-03-21,ProviderB
ENT001050,ENT004587,Unknown,69.24,2012-11-07,2024-02-07,ProviderA
ENT003234,ENT002513,Unknown,95.63,2020-04-20,2027-09-20,Internal Master
ENT002021,ENT002833,Unknown,36.19,2020-10-05,2028-02-22,Internal Master
ENT003285,ENT001076,Parent,65.63,2017-04-29,2027-06-30,ProviderA
ENT002402,ENT003739,Subsidiary,48.76,2018-10-19,2028-12-16,ProviderA
ENT002334,ENT004147,Ultimate Parent,73.65,2017-03-04,2024-10-13,ProviderA
ENT002319,ENT000799,Ultimate Parent,110.06,2019-03-19,2027-01-18,ProviderB
ENT002388,ENT001709,Unknown,53.25,2021-03-25,2027-03-25,ProviderA
ENT004045,ENT004990,Affiliate,48.98,2016-11-12,2028-11-06,ProviderA
ENT003547,ENT001875,Affiliate,86.59,2022-01-21,2027-09-04,ProviderA
ENT001947,ENT003987,Affiliate,93.14,2013-03-27,2027-07-10,ProviderB
ENT002003,ENT003570,Affiliate,51.42,2019-04-01,2026-04-01,ProviderA
ENT004026,ENT002695,Unknown,103.79,2023-03-31,2025-04-08,Internal Master
ENT001834,ENT002376,Ultimate Parent,121.53,2012-11-19,2024-09-04,Internal Master
ENT000329,ENT001297,Subsidiary,48.85,2012-09-02,2027-02-03,ProviderA
ENT000562,ENT003314,Subsidiary,31.94,2011-07-30,2024-04-08,Internal Master
ENT000364,ENT003490,Unknown,70.31,2016-12-22,2028-08-04,Internal Master
ENT002292,ENT001764,Subsidiary,59.73,2016-10-17,2026-02-23,ProviderA
ENT004412,ENT003985,Subsidiary,116.8,2021-03-25,2026-07-18,Internal Master
ENT002680,ENT002326,Subsidiary,50.65,2016-10-02,2028-01-18,Internal Master
ENT002214,ENT003717,Ultimate Parent,76.74,2022-04-02,2024-11-05,ProviderA
ENT003614,ENT001223,Unknown,76.82,2012-11-28,2024-11-02,ProviderB
ENT000290,ENT002949,Parent,33.06,2014-06-10,2027-05-02,ProviderA
ENT001050,ENT002552,Ultimate Parent,68.17,2023-04-16,2026-01-06,ProviderB
ENT000601,ENT002665,Affiliate,13.97,2013-02-03,2027-12-19,Internal Master
ENT000820,ENT000676,Parent,33.13,2010-04-02,2025-01-12,Internal Master
ENT000856,ENT003248,Affiliate,150.0,2010-08-13,2028-02-25,ProviderA
ENT002107,ENT004191,Subsidiary,36.34,2015-11-12,2028-01-08,ProviderB
ENT002881,ENT003512,Parent,68.9,2022-05-27,2028-06-26,Internal Master
ENT002718,ENT001737,Parent,81.78,2014-09-22,2026-01-06,Internal Master
ENT002901,ENT003985,Unknown,93.51,2010-08-30,2024-10-22,ProviderA
ENT001138,ENT001474,Unknown,100.22,2023-02-26,2027-02-01,Internal Master
ENT001940,ENT000228,Affiliate,49.5,2021-07-31,2024-05-05,ProviderB
ENT000642,ENT002246,Ultimate Parent,39.39,2011-06-15,2028-06-09,ProviderB
ENT000583,ENT001818,Affiliate,59.59,2023-04-10,2025-10-30,ProviderA
ENT000504,ENT_UNKNOWN_10,Subsidiary,81.94,2023-04-01,2026-07-28,ProviderB
ENT000088,ENT004103,Unknown,63.81,2015-10-03,2028-12-20,ProviderA
ENT000282,ENT004308,Affiliate,55.1,2022-10-21,2027-01-20,ProviderA
ENT004582,ENT004582,Unknown,53.71,2012-01-22,2025-05-06,ProviderB
ENT000936,ENT001674,Ultimate Parent,38.8,2021-04-26,2028-09-21,Internal Master
ENT002212,ENT001567,Affiliate,112.84,2018-04-04,2028-11-02,Internal Master
ENT002307,ENT001627,Unknown,1.6,2023-02-16,2027-11-29,ProviderB
ENT002925,ENT003689,Parent,77.67,2011-10-14,2027-08-29,ProviderA
ENT004430,ENT002944,Ultimate Parent,55.36,2018-03-05,2025-01-20,Internal Master
ENT003510,ENT002808,Ultimate Parent,48.65,2017-04-05,2025-08-19,ProviderB
ENT002984,ENT004532,Subsidiary,82.48,2016-10-08,2024-04-06,ProviderB
ENT002159,ENT004151,Ultimate Parent,25.29,2021-03-13,2026-07-10,ProviderA
ENT004199,ENT001615,Ultimate Parent,36.25,2023-02-07,2027-01-03,ProviderA
ENT001599,ENT002286,Parent,28.42,2021-12-20,2027-08-16,Internal Master
ENT000102,ENT000153,Parent,21.68,2023-10-17,2028-04-24,Internal Master
ENT002778,ENT004322,Parent,21.74,2022-12-27,2024-06-08,Internal Master
ENT003852,ENT004039,Ultimate Parent,85.37,2019-10-03,2025-04-20,ProviderA
ENT004113,ENT001808,Affiliate,59.1,2017-10-15,2028-08-09,ProviderA
ENT000076,ENT003585,Parent,49.59,2016-03-20,2024-10-02,ProviderB
ENT004810,ENT004712,Parent,84.48,2016-03-26,2027-01-22,Internal Master
ENT002620,ENT001498,Ultimate Parent,71.58,2023-09-04,2024-06-04,ProviderA
ENT001732,ENT002109,Affiliate,47.91,2018-11-18,2028-10-18,ProviderB
ENT000686,ENT000469,Affiliate,58.52,2020-02-26,2025-12-24,Internal Master
ENT002535,ENT000845,Ultimate Parent,54.72,2010-01-02,2026-01-11,ProviderA
ENT003641,ENT002986,Subsidiary,62.27,2022-11-08,2024-10-13,ProviderA
ENT002715,ENT004182,Subsidiary,106.73,2023-06-11,2028-06-02,Internal Master
ENT002515,ENT004049,Unknown,66.37,2013-10-09,2026-01-09,ProviderA
ENT003475,ENT004643,Ultimate Parent,52.48,2015-01-01,2028-01-18,ProviderA
ENT001577,ENT001746,Parent,66.61,2010-08-11,2028-01-25,Internal Master
ENT003961,ENT004733,Affiliate,47.78,2021-02-14,2024-10-21,Internal Master
ENT001361,ENT002927,Ultimate Parent,62.99,2010-08-01,2026-01-31,ProviderB
ENT001471,ENT001421,Unknown,111.33,2011-10-27,2024-12-18,ProviderB
ENT001926,ENT004598,Ultimate Parent,46.97,2018-12-04,2024-12-09,ProviderB
ENT003781,ENT003395,Affiliate,21.07,2022-03-26,2027-03-05,ProviderB
ENT002575,ENT000170,Ultimate Parent,101.27,2011-05-25,2028-05-23,ProviderA
ENT002106,ENT001784,Ultimate Parent,18.84,2023-04-18,2027-11-15,Internal Master
ENT004709,ENT000458,Parent,106.27,2019-04-06,2025-04-10,ProviderB
ENT000788,ENT002140,Ultimate Parent,69.35,2020-05-09,2026-01-09,Internal Master
ENT004345,ENT004484,Affiliate,7.17,2015-08-05,2026-03-02,ProviderB
ENT002215,ENT002738,Subsidiary,84.75,2013-05-31,2024-09-15,ProviderA
ENT000507,ENT000023,Subsidiary,40.09,2019-05-21,2028-07-01,ProviderA
ENT003771,ENT004777,Ultimate Parent,70.3,2017-10-11,2027-01-14,ProviderB
ENT000771,ENT002381,Subsidiary,45.12,2015-02-01,2028-12-19,ProviderB
ENT002689,ENT001393,Subsidiary,19.83,2013-12-23,2024-10-09,ProviderB
ENT001738,ENT001884,Subsidiary,34.73,2023-02-19,2027-10-14,ProviderA
ENT002362,ENT000886,Subsidiary,102.14,2013-07-24,2028-12-14,Internal Master
ENT001714,ENT003534,Unknown,50.8,2018-08-04,2025-02-06,Internal Master
ENT000117,ENT003557,Parent,58.55,2020-07-17,2026-02-18,ProviderA
ENT003188,ENT000176,Parent,46.95,2018-05-01,2025-10-20,ProviderB
ENT004220,ENT002159,Affiliate,69.61,2020-10-14,2026-04-20,ProviderB
ENT004669,ENT003839,Parent,60.98,2014-04-13,2025-11-10,ProviderA
ENT002585,ENT004054,Unknown,99.97,2017-06-18,2025-03-24,ProviderB
ENT000418,ENT002478,Unknown,45.94,2014-12-19,2025-06-20,Internal Master
ENT001564,ENT004569,Subsidiary,59.15,2021-01-29,2025-12-14,ProviderB
ENT000216,ENT000356,Unknown,51.56,2017-06-02,2025-01-27,ProviderA
ENT004140,ENT000379,Affiliate,39.49,2020-11-22,2025-03-02,Internal Master
ENT001213,ENT002120,Parent,75.83,2012-02-20,2026-07-25,Internal Master
ENT001912,ENT002975,Unknown,20.55,2019-10-13,2026-11-05,ProviderA
ENT001067,ENT000294,Parent,83.56,2021-05-04,2025-02-28,ProviderB
ENT004027,ENT004862,Affiliate,34.88,2021-05-03,2028-07-18,ProviderA
ENT001297,ENT004905,Ultimate Parent,107.67,2016-08-13,2027-01-03,Internal Master
ENT000131,ENT000405,Ultimate Parent,57.37,2012-02-11,2024-05-16,ProviderA
ENT004794,ENT003074,Parent,93.24,2019-09-14,2028-07-25,Internal Master
ENT004515,ENT001392,Affiliate,103.03,2019-05-09,2027-12-21,ProviderB
ENT003837,ENT003712,Unknown,19.66,2023-10-11,2028-01-14,Internal Master
ENT001770,ENT002182,Subsidiary,59.59,2010-06-18,2024-11-20,ProviderA
ENT000902,ENT000884,Subsidiary,50.36,2021-01-07,2025-05-06,ProviderB
ENT003598,ENT001210,Subsidiary,59.28,2023-08-12,2024-03-29,ProviderB
ENT003170,ENT001634,Ultimate Parent,95.84,2016-11-12,2028-09-28,Internal Master
