issuer_id,entity_id,issuer_name,instrument_type,market,listing_status,exchange_code,risk_country,source_system
ISS001464,ENT004999,Westbridge Limited,Bond,Private,Listed,NYSE,N/A,ProviderA
ISS001465,ENT003466,Silvergate Industries,Equity,OTC,Unlisted,NYSE,IE,Manual Upload
ISS001466,ENT004133,Crestline Investments,Private Credit,Public,Unlisted,XETRA,IN,ProviderB
ISS001467,ENT003212,PrimeEdge Industries,Equity,OTC,Unlisted,NGX,XX,Issuer Feed
ISS001468,ENT_ORPHAN_17,Horizon Finance,Bond,Private,Delisted,LSE,LU,Issuer Feed
ISS001469,ENT004326,Meridian Energy,Private Credit,Public,Listed,NASDAQ,SG,Manual Upload
ISS001470,ENT000290,Northbridge Corporation,Bond,OTC,Unlisted,NASDAQ,CA,Manual Upload
ISS001471,ENT000283,Sterling Capital,Equity,OTC,Unlisted,NASDAQ,IE,Issuer Feed
ISS001472,ENT004020,Greenfield Investments,Equity,OTC,Unlisted,,NL,Issuer Feed
ISS001473,ENT004315,Atlas Corporation,Fund,Public,Unlisted,,DE,Manual Upload
ISS001474,ENT001006,Riverstone Investments,Bond,Private,Unlisted,,CH,Issuer Feed
ISS001475,ENT001122,Sterling Capital,Bond,OTC,Delisted,XETRA,SG,ProviderA
ISS001476,ENT002895,Oakwell Group,Private Credit,Public,Unlisted,LSE,CA,ProviderA
ISS001477,ENT003111,Silvergate Group,Private Credit,Public,Delisted,XETRA,N/A,ProviderA
ISS001478,ENT003025,Oakwell Limited,Fund,Private,Unlisted,,ZZZ,ProviderA
ISS001479,ENT003146,Crestline Partners,Commercial Paper,Public,Unlisted,LSE,CA,Issuer Feed
ISS001480,ENT004458,Lagos Continental Holdings,Equity,Private,Delisted,NYSE,DE,ProviderB
ISS001481,ENT004319,Korefield Investments,Fund,OTC,Unlisted,NASDAQ,N/A,Issuer Feed
ISS001482,ENT001625,Oakwell Industries,Bond,Private,Delisted,,JP,Manual Upload
ISS001483,ENT001457,Atlas Limited,Equity,Private,Unlisted,NASDAQ,XX,Issuer Feed
ISS001484,ENT002546,Nova Corporation,Equity,OTC,Listed,NYSE,LU,ProviderB
ISS001485,ENT002511,Horizon Finance,Fund,Private,Unlisted,XETRA,NL,ProviderA
ISS001486,ENT003773,Redwood Holdings,Bond,OTC,Unlisted,NYSE,NL,ProviderB
ISS001487,ENT001609,PrimeEdge Corporation,Equity,Public,Listed,LSE,CH,Issuer Feed
ISS001488,ENT003393,Crestline Capital,Equity,OTC,Unlisted,NYSE,IE,Manual Upload
ISS001489,ENT000324,Greenfield Corporation,Private Credit,Private,Delisted,XETRA,AE,Issuer Feed
ISS001490,ENT001852,Redwood Capital,Commercial Paper,OTC,Delisted,,,ProviderA
ISS001491,ENT004960,Cedar Partners,Equity,Private,Delisted,NGX,XX,ProviderB
ISS001492,ENT001670,Union Holdings,Equity,Private,Listed,NASDAQ,,Manual Upload
ISS001493,ENT001753,Falcon PLC,Fund,Private,Unlisted,LSE,XX,Issuer Feed
ISS001494,ENT002311,Falcon Technologies,Bond,Private,Delisted,NGX,AE,ProviderA
ISS001495,ENT004010,Sterling Corporation,Bond,OTC,Unlisted,LSE,SG,ProviderB
ISS001496,ENT003168,Falcon Capital,Equity,Private,Delisted,NASDAQ,SG,Manual Upload
ISS001497,ENT004682,Albion Finance,Equity,Public,Unlisted,NASDAQ,ZA,ProviderA
ISS001498,ENT001454,Redwood PLC,Fund,Public,Delisted,XETRA,,ProviderB
ISS001499,ENT000475,Granite Corporation,Equity,OTC,Unlisted,NGX,HK,ProviderA
ISS001500,ENT002056,Oakwell Limited,Commercial Paper,Private,Delisted,LSE,DE,ProviderA
ISS001117,ENT000909,Albion PLC,Bond,OTC,Delisted,,US,Manual Upload
ISS001369,ENT003575,BluePeak Industries,Fund,Public,Listed,LSE,FR,ProviderB
ISS000423,ENT000762,Northbridge Ltd,Equity,Private,Unlisted,,DE,Issuer Feed
ISS000414,ENT002740,Meridian Industries,Bond,OTC,Unlisted,NGX,CH,ProviderA
ISS000452,ENT000427,Riverstone Finance,Fund,OTC,Listed,XETRA,FR,Manual Upload
ISS000862,ENT002507,Summit Finance,Bond,OTC,Delisted,NGX,DE,ProviderB
ISS001064,ENT000647,PrimeEdge Corporation,Private Credit,Public,Unlisted,NGX,NL,Manual Upload
ISS000742,ENT004139,Westbridge Finance,Bond,Private,Delisted,,NG,Issuer Feed
ISS001273,ENT003408,Silvergate Finance,Private Credit,Public,Listed,NYSE,GB,ProviderA
ISS000260,ENT004754,Helios Energy,Equity,OTC,Unlisted,LSE,HK,ProviderA
ISS000889,ENT004353,Redwood Holdings,Equity,Public,Unlisted,NASDAQ,,Manual Upload
ISS001433,ENT002648,Sterling Services,InvalidInstrument,Private,Unlisted,NGX,IN,ProviderA
ISS000713,ENT001164,Cedar Corporation,Equity,Private,Unlisted,NYSE,CA,Manual Upload
ISS001383,ENT000977,Korefield Technologies,Private Credit,OTC,Listed,NYSE,AE,ProviderA
ISS000071,ENT003094,Horizon Investments,Bond,OTC,Listed,NGX,CH,ProviderB
